   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -1.0000000e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -6.9342804e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   5.2007103e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.5000000e-02   1.2438651e-01  -7.1998023e-02  -2.4855991e-02  -6.0841269e+00  -3.9780714e-02   3.6897986e-02   0.0000000e+00   0.0000000e+00  -1.0000000e-01   3.6237680e-13  -1.9895197e-12   1.3358203e-12   0.0000000e+00  -6.9342804e+02  -3.4504892e+03   3.5111081e+03  -6.9615974e+03   0.0000000e+00  -3.8453272e+01  -3.8453272e+01   0.0000000e+00   5.2007103e+02  -1.2031928e+01  -1.2031928e+01   0.0000000e+00   0.0000000e+00   6.4586115e+02  -1.5254273e+02  -3.0997162e+02  -6.4586115e+02   1.5254273e+02   3.0997162e+02   0.0000000e+00   1.6360225e+03   1.4798691e+01  -5.6069784e+01   9.5042064e+01   8.1652182e+00  -1.8094896e+03   1.8750856e+03  -5.3251963e+01   1.7616512e+01  -1.0707399e+02  -2.0197146e+01
   5.0000000e-02   1.2860700e-01  -7.6073235e-02  -1.6890642e-02  -6.2825382e+00  -4.1011957e-02   3.7055047e-02   3.1096628e-03  -1.7999506e-03  -1.0062140e-01   4.1353587e-12  -2.8421709e-13   1.9495516e-13   0.0000000e+00  -6.9342804e+02  -3.5594611e+03   3.6335853e+03  -7.1930465e+03  -5.1608728e-01  -4.2489114e+01  -3.0910943e+01  -1.1578171e+01   5.2007103e+02  -5.2093973e+01  -1.6460118e+01  -3.5633856e+01   0.0000000e+00   6.6741005e+02  -1.9696944e+02  -2.9236323e+02  -6.6741005e+02   1.9696944e+02   2.9236323e+02   0.0000000e+00   1.6977012e+03   1.2650913e+01  -6.8804764e+01   8.6759068e+01   1.2297199e+01  -1.8707840e+03   1.9358841e+03  -5.5140027e+01   3.7893821e+01  -1.3885304e+02  -2.8757316e+01
   7.5000000e-02   1.2892795e-01  -7.7882075e-02  -9.0919519e-03  -6.2983890e+00  -4.1382829e-02   3.6723266e-02   6.3248378e-03  -3.7017814e-03  -1.0104367e-01  -8.9528385e-13  -1.1368684e-13  -1.1084467e-12   0.0000000e+00  -6.9342804e+02  -3.5698930e+03   3.6379729e+03  -7.2078659e+03  -1.1048389e+00  -4.3471693e+01  -1.3007077e+01  -3.0464615e+01   5.2007103e+02  -8.1359137e+01  -2.1569126e+01  -5.9790011e+01   0.0000000e+00   6.6997270e+02  -2.3589089e+02  -2.6046159e+02  -6.6997270e+02   2.3589089e+02   2.6046159e+02   0.0000000e+00   1.7028819e+03   9.7733266e+00  -7.6435553e+01   7.2566793e+01   1.6017842e+01  -1.8803640e+03   1.9350910e+03  -5.3245019e+01   6.3428476e+01  -1.5392593e+02  -3.7586967e+01
   1.0000000e-01   1.2903715e-01  -7.8538899e-02  -1.1876687e-03  -6.2992327e+00  -4.2000901e-02   3.6725838e-02   9.5480364e-03  -5.6488333e-03  -1.0127096e-01  -8.1712415e-13  -5.6843419e-14   3.2684966e-13   0.0000000e+00  -6.9342804e+02  -3.5759911e+03   3.6293696e+03  -7.2053606e+03  -1.7461385e+00  -4.5429328e+01   5.9987884e+00  -5.1428117e+01   5.2006583e+02  -9.6402077e+01  -2.5617565e+01  -7.0784511e+01   0.0000000e+00   6.6960313e+02  -2.7245237e+02  -2.1972847e+02  -6.6960313e+02   2.7245237e+02   2.1972847e+02   0.0000000e+00   1.7037964e+03   4.8139249e+00  -8.3974519e+01   5.8452422e+01   1.8750238e+01  -1.8891345e+03   1.9255732e+03  -5.0243253e+01   8.9973307e+01  -1.5485450e+02  -4.4367804e+01
   1.2500000e-01   1.2908993e-01  -7.7921482e-02   6.7118341e-03  -6.2914043e+00  -4.2204929e-02   3.6673194e-02   1.2773965e-02  -7.6123058e-03  -1.0130066e-01  -1.2860824e-12  -1.1368684e-12  -5.1159077e-13   0.0000000e+00  -6.9342804e+02  -3.5821594e+03   3.6198583e+03  -7.2020178e+03  -2.4293558e+00  -4.5880190e+01   2.3571571e+01  -6.9451761e+01   5.2006583e+02  -1.0056782e+02  -3.1116310e+01  -6.9451506e+01   0.0000000e+00   6.7397968e+02  -3.0146265e+02  -1.7547508e+02  -6.7397968e+02   3.0146265e+02   1.7547508e+02   0.0000000e+00   1.7072219e+03   1.2966164e+00  -9.0432434e+01   4.3114064e+01   2.1502904e+01  -1.8986333e+03   1.9126365e+03  -4.7176807e+01   1.1400401e+02  -1.4368188e+02  -5.2619214e+01
   1.5000000e-01   1.2927702e-01  -7.6584358e-02   1.7071366e-02  -6.2958857e+00  -4.1744803e-02   3.7021864e-02   1.6001213e-02  -9.5603428e-03  -1.0113286e-01  -1.9966251e-12  -5.6843419e-14   8.5265128e-13   0.0000000e+00  -6.9342804e+02  -3.5956684e+03   3.6111144e+03  -7.2067829e+03  -3.1373805e+00  -4.5182599e+01   3.4984377e+01  -8.0166976e+01   5.2006063e+02  -9.4408153e+01  -3.6163705e+01  -5.8244447e+01   0.0000000e+00   6.7542340e+02  -3.2831304e+02  -1.2389219e+02  -6.7542340e+02   3.2831304e+02   1.2389219e+02   0.0000000e+00   1.7094611e+03  -3.5634501e+00  -9.4217843e+01   2.7728284e+01   2.3002571e+01  -1.9110475e+03   1.9016533e+03  -4.1619149e+01   1.2920222e+02  -1.2213644e+02  -5.9166276e+01
   1.7500000e-01   1.2978358e-01  -7.5202119e-02   2.5235398e-02  -6.3009683e+00  -4.1720218e-02   3.7813598e-02   1.9233139e-02  -1.1474952e-02  -1.0070608e-01  -2.7071678e-12   3.0127012e-12   9.6633812e-13   0.0000000e+00  -6.9342804e+02  -3.6085596e+03   3.5983634e+03  -7.2069229e+03  -3.8582509e+00  -4.3907425e+01   3.7080258e+01  -8.0987682e+01   5.2005543e+02  -8.3331489e+01  -4.2066466e+01  -4.1265023e+01   0.0000000e+00   6.7943316e+02  -3.4256115e+02  -6.6923118e+01  -6.7943316e+02   3.4256115e+02   6.6923118e+01   0.0000000e+00   1.7084876e+03  -8.1207654e+00  -9.6048693e+01   1.4281416e+01   2.3162826e+01  -1.9243604e+03   1.8898757e+03  -3.5786659e+01   1.3312895e+02  -9.7612905e+01  -6.5229293e+01
   2.0000000e-01   1.2930670e-01  -7.0305334e-02   3.3560011e-02  -6.2923057e+00  -4.1236615e-02   3.7760744e-02   2.2477728e-02  -1.3355005e-02  -1.0007519e-01  -2.8421709e-13   1.3926638e-12  -1.0800250e-12   0.0000000e+00  -6.9342804e+02  -3.6142676e+03   3.5874454e+03  -7.2017130e+03  -4.5793814e+00  -4.2414155e+01   2.7665196e+01  -7.0079351e+01   5.2005023e+02  -6.9076814e+01  -4.6306880e+01  -2.2769934e+01   0.0000000e+00   6.8002838e+02  -3.5240440e+02  -6.5964657e+00  -6.8002838e+02   3.5240440e+02   6.5964657e+00   0.0000000e+00   1.7073500e+03  -1.2907311e+01  -9.5645981e+01   1.0406044e+00   2.3237563e+01  -1.9298609e+03   1.8800954e+03  -2.9506844e+01   1.2331118e+02  -7.0117418e+01  -6.9544443e+01
   2.2500000e-01   1.2948289e-01  -6.5783139e-02   4.2809468e-02  -6.3001700e+00  -4.0064413e-02   3.8755521e-02   2.5710396e-02  -1.5112638e-02  -9.9236191e-02   4.3343107e-12   1.0231815e-12   1.5916157e-12   0.0000000e+00  -6.9342804e+02  -3.6261906e+03   3.5798323e+03  -7.2060229e+03  -5.2709199e+00  -3.9691767e+01   7.4881527e+00  -4.7179920e+01   5.2004503e+02  -5.9105550e+01  -5.1633145e+01  -7.4724053e+00   0.0000000e+00   6.8146126e+02  -3.5107291e+02   5.5838104e+01  -6.8146126e+02   3.5107291e+02  -5.5838104e+01   0.0000000e+00   1.7041837e+03  -1.7189719e+01  -9.3231398e+01  -1.4374371e+01   2.2575680e+01  -1.9389627e+03   1.8756486e+03  -2.2502048e+01   1.0071955e+02  -4.4731179e+01  -7.4208825e+01
