   0.0000000e+00  -1.6668046e-01   3.7007250e-04   1.2973250e-02   1.4894954e-03   5.7042155e-03   9.3484920e-04   0.0000000e+00   0.0000000e+00  -2.0000000e-01  -1.1368684e-13   6.0751404e-13   1.9724175e+02   0.0000000e+00  -1.9724175e+02  -1.6260256e+00  -1.6260256e+00   0.0000000e+00   0.0000000e+00   6.8678205e+01  -7.9253110e+01   0.0000000e+00   1.4793131e+02  -1.2756448e+00  -1.2756448e+00   0.0000000e+00   0.0000000e+00  -4.2992705e+01   3.5825061e+00   2.0193042e+02   4.2992705e+01  -3.5825061e+00  -4.6886716e+00   0.0000000e+00  -1.2968819e+00   3.9875772e+01  -1.3006982e+01   1.9965167e+00   3.9361988e+00  -1.5834709e+00  -3.2914370e-01   2.8802433e+01  -6.6246127e+01  -3.2721616e+00  -5.2118436e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.5000000e-02  -1.1071849e-01  -9.5963699e-02   9.3833341e-03  -2.6223282e+00  -7.1420783e-03   2.1525784e-02  -4.1670114e-03   9.2518126e-06  -1.9967567e-01   9.2370556e-13   3.7658765e-13   1.9724175e+02   0.0000000e+00  -1.9724175e+02  -1.0096515e+03   9.7100523e+02  -1.9806533e+03  -3.4577466e-03   7.5196138e+01  -7.2688902e+01  -4.6275006e-02   1.4793131e+02  -4.3269087e+00  -4.0347405e+00  -2.9216820e-01   0.0000000e+00   3.7620450e+02  -3.6091558e+01   1.0604047e+02  -3.7620450e+02   3.6091558e+01   9.1201278e+01   0.0000000e+00   4.6552531e+02   5.6784458e+01  -3.0638459e+01   8.4246976e+01   2.0278418e+01  -5.0299161e+02   5.0547992e+02   1.8411679e+01  -4.2050443e+01  -8.8573884e+01  -2.4313159e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   5.0000000e-02  -7.8491136e-02  -1.5139978e-01   1.0272204e-02  -4.1267658e+00  -1.5452978e-02   3.4072721e-02  -6.9349738e-03  -2.3898407e-03  -1.9944109e-01   1.7621460e-12  -2.8421709e-13   1.9724175e+02   0.0000000e+00  -1.9724175e+02  -1.5854448e+03   1.5299391e+03  -3.1153014e+03  -8.2456915e-02   7.8393793e+01  -6.7366183e+01  -2.1713382e+00   1.4793131e+02  -1.3347805e+01  -6.6651296e+00  -6.6826753e+00   0.0000000e+00   6.1958164e+02  -6.5925180e+01   5.8056012e+01  -6.1958164e+02   6.5925180e+01   1.3918574e+02   0.0000000e+00   7.3414534e+02   6.4476453e+01  -4.5070545e+01   1.3031435e+02   3.1950929e+01  -7.9122946e+02   7.9579375e+02   1.3917340e+01  -2.2295638e+01  -1.4366216e+02  -3.8616059e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   7.5000000e-02  -5.9814569e-02  -1.8402555e-01   1.4308605e-02  -4.9984624e+00  -2.1726056e-02   4.1782069e-02  -8.8972522e-03  -6.1748353e-03  -1.9918428e-01  -2.5863756e-12   9.6633812e-13   1.9724175e+02   0.0000000e+00  -1.9724175e+02  -1.9181839e+03   1.8549496e+03  -3.7729227e+03  -2.1089088e-01   7.8099449e+01  -6.2045625e+01  -7.7862412e+00   1.4793131e+02  -2.5096069e+01  -9.8147514e+00  -1.5281317e+01   0.0000000e+00   7.6397325e+02  -9.7067432e+01   4.3381264e+01  -7.6397325e+02   9.7067432e+01   1.5386049e+02   0.0000000e+00   8.9080883e+02   6.6077698e+01  -6.3456750e+01   1.5484957e+02   4.1471737e+01  -9.5705931e+02   9.6414081e+02   1.2021751e+01   1.4111251e+00  -1.7994564e+02  -5.1286488e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.0000000e-01  -4.8882542e-02  -2.0446675e-01   2.1829285e-02  -5.5152338e+00  -2.6627304e-02   4.7394418e-02  -1.0392616e-02  -1.0775474e-02  -1.9882657e-01   5.0306426e-12   8.5265128e-14   1.9724175e+02   0.0000000e+00  -1.9724175e+02  -2.1136828e+03   2.0475891e+03  -4.1608981e+03  -3.7371888e-01   7.6537580e+01  -5.4685719e+01  -1.6708016e+01   1.4793131e+02  -3.7197023e+01  -1.4200484e+01  -2.2996540e+01   0.0000000e+00   8.5793777e+02  -1.2275611e+02   5.0152985e+01  -8.5793777e+02   1.2275611e+02   1.4708877e+02   0.0000000e+00   9.8575942e+02   6.3587908e+01  -8.3889952e+01   1.7112643e+02   4.9397112e+01  -1.0558113e+03   1.0618297e+03   1.2949672e+01   2.9204233e+01  -2.0832345e+02  -6.3597595e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.2500000e-01  -4.2763095e-02  -2.1532075e-01   3.1536007e-02  -5.8233431e+00  -3.0736425e-02   5.1287240e-02  -1.1614680e-02  -1.5887143e-02  -1.9828083e-01  -1.7621460e-12  -5.6843419e-14   1.9724175e+02   0.0000000e+00  -1.9724175e+02  -2.2343489e+03   2.1584437e+03  -4.3922290e+03  -5.6351476e-01   7.4285519e+01  -4.5756511e+01  -2.7887806e+01   1.4792984e+02  -4.5065326e+01  -1.7177622e+01  -2.7887703e+01   0.0000000e+00   9.1710051e+02  -1.4800114e+02   7.0033047e+01  -9.1710051e+02   1.4800114e+02   1.2720871e+02   0.0000000e+00   1.0420265e+03   5.7506664e+01  -1.0977639e+02   1.7642910e+02   5.6698657e+01  -1.1179438e+03   1.1164172e+03   1.6778855e+01   6.4019878e+01  -2.2149442e+02  -7.3876279e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.5000000e-01  -3.8109792e-02  -2.2087749e-01   4.0610368e-02  -6.0096579e+00  -3.4947659e-02   5.4352169e-02  -1.2683757e-02  -2.1270162e-02  -1.9749243e-01   7.9580786e-13   1.4210855e-12   1.9724175e+02   0.0000000e+00  -1.9724175e+02  -2.3086109e+03   2.2235924e+03  -4.5314311e+03  -7.7217188e-01   7.4126899e+01  -3.4215316e+01  -3.9587620e+01   1.4792984e+02  -5.0841822e+01  -2.2079866e+01  -2.8761956e+01   0.0000000e+00   9.5853194e+02  -1.6584789e+02   1.0013220e+02  -9.5853194e+02   1.6584789e+02   9.7109554e+01   0.0000000e+00   1.0752258e+03   5.0237590e+01  -1.2825039e+02   1.7282740e+02   6.1352440e+01  -1.1580323e+03   1.1483666e+03   2.3889309e+01   9.4035071e+01  -2.2366923e+02  -8.3432306e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.7500000e-01  -3.5683986e-02  -2.2388023e-01   5.1133226e-02  -6.1396308e+00  -3.8752810e-02   5.6916932e-02  -1.3636502e-02  -2.6792099e-02  -1.9647717e-01   1.5916157e-12  -2.8421709e-13   1.9724175e+02   0.0000000e+00  -1.9724175e+02  -2.3582969e+03   2.2580153e+03  -4.6153185e+03  -9.9374340e-01   7.1919344e+01  -2.6212961e+01  -4.9796051e+01   1.4792836e+02  -5.2023878e+01  -2.6651684e+01  -2.5372194e+01   0.0000000e+00   9.8474538e+02  -1.7746444e+02   1.3279434e+02  -9.8474538e+02   1.7746444e+02   6.4447412e+01   0.0000000e+00   1.0961802e+03   4.1177088e+01  -1.4997849e+02   1.6242466e+02   6.4928556e+01  -1.1831186e+03   1.1618351e+03   3.0742256e+01   1.2376553e+02  -2.1444854e+02  -9.1580241e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.0000000e-01  -3.4174047e-02  -2.2181717e-01   6.0697085e-02  -6.1846848e+00  -4.2081191e-02   5.9040518e-02  -1.4528602e-02  -3.2389105e-02  -1.9519884e-01  -1.7337243e-12   7.9580786e-13   1.9724175e+02   0.0000000e+00  -1.9724175e+02  -2.3901238e+03   2.2721397e+03  -4.6610406e+03  -1.2229334e+00   7.1365150e+01  -1.9912413e+01  -5.6649314e+01   1.4792688e+02  -5.0659144e+01  -3.2252850e+01  -1.8406294e+01   0.0000000e+00   1.0059603e+03  -1.8441092e+02   1.7326006e+02  -1.0059603e+03   1.8441092e+02   2.3981693e+01   0.0000000e+00   1.1058978e+03   3.2446404e+01  -1.6919819e+02   1.5278348e+02   6.6996275e+01  -1.2051363e+03   1.1662419e+03   3.8918746e+01   1.4928578e+02  -2.0344262e+02  -9.9249125e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.2500000e-01  -3.3436738e-02  -2.2098608e-01   7.1114480e-02  -6.2281361e+00  -4.4990246e-02   6.1766208e-02  -1.5382953e-02  -3.7934534e-02  -1.9368142e-01  -1.3926638e-12   7.6738615e-13   1.9724175e+02   0.0000000e+00  -1.9724175e+02  -2.4176680e+03   2.2772824e+03  -4.6934964e+03  -1.4540761e+00   7.2075345e+01  -1.7133596e+01  -5.8714977e+01   1.4792392e+02  -4.6935421e+01  -3.7636081e+01  -9.2993398e+00   0.0000000e+00   1.0249469e+03  -1.8439061e+02   2.1228174e+02  -1.0249469e+03   1.8439061e+02  -1.5039984e+01   0.0000000e+00   1.1093231e+03   2.2811374e+01  -1.8613966e+02   1.3735396e+02   6.7095007e+01  -1.2199005e+03   1.1679593e+03   4.9263971e+01   1.6900606e+02  -1.8428938e+02  -1.0473109e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
