   0.0000000e+00   5.0971052e-04  -2.1710059e-04   7.0092336e-03  -1.4541437e-03  -6.8967202e-03   3.7620647e-05   0.0000000e+00   0.0000000e+00  -3.8000000e-01  -1.5987212e-14  -3.6814585e+00   1.9715183e+03   0.0000000e+00  -1.9724175e+02  -5.6486423e-01  -5.6486423e-01   0.0000000e+00   0.0000000e+00  -3.6172472e+00  -1.5154856e+02   0.0000000e+00   1.4793131e+02   5.9530921e+00   5.9530921e+00   0.0000000e+00   0.0000000e+00  -1.1875676e+01   1.7663654e+00   1.5594659e+03   1.1875676e+01  -5.4478239e+00   4.1205237e+02   0.0000000e+00  -7.6399779e-01   2.5491314e-01   4.5049307e+01   2.3109041e+00   2.3587918e-01   3.7905083e+00   1.4306873e+00  -3.8721603e+00   1.2113255e+03  -3.2265469e+01   5.7172129e+00   1.5686302e+00   1.0604241e+00   5.0820605e-01  -1.8290745e+03
   2.5000000e-02   4.1821843e-02  -9.4889658e-02   1.5565034e-03  -1.5052599e+00  -4.3195047e-03   2.3953488e-02   1.2742763e-05  -5.4275147e-06  -3.7982477e-01   5.6843419e-14   2.4152855e-01   3.4200797e+02   0.0000000e+00  -1.9724175e+02  -1.2693758e+03   7.1035753e+02  -1.9797332e+03  -1.3959539e-04   1.3522626e+01  -1.3440683e+02  -1.8561883e-03   1.4793131e+02  -5.0950408e+00  -5.0833213e+00  -1.1719484e-02   0.0000000e+00   3.0147596e+02   1.4186742e+01   2.4165410e+02  -3.0147596e+02  -1.3945213e+01   1.0035387e+02   0.0000000e+00   3.4638388e+02  -1.1183863e+01   8.2327725e+01   1.2768619e+02   1.5324798e+01  -4.2392565e+02   3.6393821e+02   2.4706490e+01  -1.0235761e+02  -1.3583870e+02  -2.0408119e+01   1.5544856e+00   1.0515920e+00   5.0289366e-01  -1.4919302e+02
   5.0000000e-02   7.2996960e-02  -1.6536863e-01   1.5219021e-03  -2.6252736e+00  -8.6657928e-03   4.1804774e-02   1.0582888e-03  -2.3776690e-03  -3.7978586e-01  -8.6686214e-13   2.8421709e-14   1.9724175e+02   0.0000000e+00  -1.9724175e+02  -2.2163058e+03   1.2393065e+03  -3.4555224e+03  -8.9955553e-02   2.1736974e+01  -1.2385703e+02  -2.3373081e+00   1.4793131e+02  -1.7441803e+01  -1.0248327e+01  -7.1934768e+00   0.0000000e+00   5.3112406e+02   2.1650811e+01   6.8899303e+01  -5.3112406e+02  -2.1650811e+01   1.2834245e+02   0.0000000e+00   6.0429044e+02  -2.1634921e+01   1.3461764e+02   2.2615124e+02   2.6860480e+01  -7.3691021e+02   6.3501610e+02   4.3371895e+01  -2.5847467e+02  -2.4359304e+02  -3.7108807e+01   1.5547067e+00   1.0516577e+00   5.0304904e-01   0.0000000e+00
   7.5000000e-02   9.6369886e-02  -2.1977933e-01   3.8705430e-03  -3.4689920e+00  -1.4016438e-02   5.6085582e-02   2.8832128e-03  -6.5118848e-03  -3.7974781e-01  -5.1443294e-12  -1.4210855e-13   1.9724175e+02   0.0000000e+00  -1.9724175e+02  -2.9240361e+03   1.6296029e+03  -4.5533911e+03  -2.4785892e-01   2.6362320e+01  -1.1223516e+02  -9.3338350e+00   1.4793131e+02  -3.5068860e+01  -1.6750227e+01  -1.8318633e+01   0.0000000e+00   7.0786235e+02   1.9060318e+01   4.6752038e+01  -7.0786235e+02  -1.9060318e+01   1.5048972e+02   0.0000000e+00   7.9236735e+02  -3.1407609e+01   1.9521616e+02   2.9489369e+02   3.5848890e+01  -9.7142650e+02   8.3723550e+02   5.7769929e+01  -3.0745132e+02  -3.2996255e+02  -5.2599117e+01   1.5532544e+00   1.0524607e+00   5.0079375e-01   0.0000000e+00
   1.0000000e-01   1.1353575e-01  -2.5933135e-01   8.5331908e-03  -4.0889643e+00  -2.0431383e-02   6.6743098e-02   5.2924600e-03  -1.2006368e-02  -3.7965105e-01   1.7053026e-13   2.8421709e-14   1.9724175e+02   0.0000000e+00  -1.9724175e+02  -3.4492474e+03   1.9242509e+03  -5.3730369e+03  -4.6145694e-01   2.6600089e+01  -9.9314540e+01  -2.2015206e+01   1.4792984e+02  -5.4540610e+01  -2.4239372e+01  -3.0301238e+01   0.0000000e+00   8.4588546e+02   1.1875286e+01   5.4747323e+01  -8.4588546e+02  -1.1875286e+01   1.4249443e+02   0.0000000e+00   9.3786236e+02  -4.2041438e+01   2.2038572e+02   3.5191166e+02   4.2268290e+01  -1.1403798e+03   9.8638858e+02   6.8641527e+01  -3.1970026e+02  -4.0645227e+02  -6.6507662e+01   1.5629694e+00   1.0614479e+00   5.0152153e-01   0.0000000e+00
   1.2500000e-01   1.2666098e-01  -2.8939834e-01   1.4015635e-02  -4.5566910e+00  -2.7337749e-02   7.5415046e-02   8.1308537e-03  -1.8489652e-02  -3.7943772e-01  -5.6843419e-14  -5.6843419e-14   1.9724175e+02   0.0000000e+00  -1.9724175e+02  -3.8575387e+03   2.1374956e+03  -5.9943168e+03  -7.1743729e-01   2.6596545e+01  -8.1454185e+01  -3.9879106e+01   1.4792984e+02  -7.4507416e+01  -3.4628457e+01  -3.9878959e+01   0.0000000e+00   9.6172908e+02   5.8477427e+00   1.0449107e+02  -9.6172908e+02  -5.8477427e+00   9.2750680e+01   0.0000000e+00   1.0419149e+03  -5.3459768e+01   2.8963907e+02   3.9513254e+02   4.6523009e+01  -1.2732093e+03   1.0955807e+03   8.0056313e+01  -3.7109325e+02  -4.6963996e+02  -8.1151466e+01   1.5557466e+00   1.0584713e+00   4.9727527e-01   0.0000000e+00
   1.5000000e-01   1.3735009e-01  -3.1235713e-01   2.0726122e-02  -4.9270751e+00  -3.5533896e-02   8.2195663e-02   1.1297378e-02  -2.5724610e-02  -3.7908732e-01   1.8403057e-12  -1.0658141e-13   1.9724175e+02   0.0000000e+00  -1.9724175e+02  -4.1597888e+03   2.3122162e+03  -6.4709974e+03  -1.0075750e+00   2.3433739e+01  -6.3143381e+01  -6.1351236e+01   1.4792836e+02  -9.0772493e+01  -4.6198418e+01  -4.4574076e+01   0.0000000e+00   1.0587265e+03  -3.3347677e+00   1.5615838e+02  -1.0587265e+03   3.3347677e+00   4.1083373e+01   0.0000000e+00   1.1355770e+03  -6.5544815e+01   3.0414552e+02   4.2307030e+02   5.0193879e+01  -1.3765793e+03   1.1766392e+03   8.8978554e+01  -3.6728890e+02  -5.1384279e+02  -9.6392297e+01   1.5504426e+00   1.0528867e+00   4.9755584e-01   0.0000000e+00
   1.7500000e-01   1.4495097e-01  -3.3124606e-01   2.8987458e-02  -5.1950819e+00  -4.4742714e-02   8.9148076e-02   1.4731131e-02  -3.3533539e-02  -3.7856917e-01  -4.5190518e-12   5.9685590e-13   1.9724175e+02   0.0000000e+00  -1.9724175e+02  -4.4185089e+03   2.4202864e+03  -6.8374722e+03  -1.3231125e+00   2.1112747e+01  -4.3098531e+01  -8.3714120e+01   1.4792540e+02  -1.0141190e+02  -5.8757701e+01  -4.2654204e+01   0.0000000e+00   1.1354338e+03   4.3629445e+00   2.2140094e+02  -1.1354338e+03  -4.3629445e+00  -2.4159187e+01   0.0000000e+00   1.1832325e+03  -7.7608554e+01   3.1153397e+02   4.5660739e+02   5.1701346e+01  -1.4561900e+03   1.2370539e+03   9.8721301e+01  -3.5463251e+02  -5.5801930e+02  -1.1045905e+02   1.5603258e+00   1.0626949e+00   4.9763098e-01   0.0000000e+00
   2.0000000e-01   1.5103597e-01  -3.4188515e-01   3.8951439e-02  -5.3986589e+00  -5.3858987e-02   9.3518245e-02   1.8354905e-02  -4.1814690e-02  -3.7784449e-01  -3.8085091e-12  -6.8212103e-13   1.9724175e+02   0.0000000e+00  -1.9724175e+02  -4.6034385e+03   2.5245077e+03  -7.1262839e+03  -1.6623042e+00   1.7365474e+01  -2.6528137e+01  -1.0402883e+02   1.4792244e+02  -1.0566420e+02  -7.1863522e+01  -3.3800677e+01   0.0000000e+00   1.2024130e+03   9.8406054e+00   2.8623622e+02  -1.2024130e+03  -9.8406054e+00  -8.8994468e+01   0.0000000e+00   1.2399819e+03  -9.1591733e+01   3.3280518e+02   4.7593204e+02   5.1933870e+01  -1.5192019e+03   1.2845258e+03   1.0895721e+02  -3.5933332e+02  -5.8159624e+02  -1.2379739e+02   1.5709636e+00   1.0788505e+00   4.9211305e-01   0.0000000e+00
   2.2500000e-01   1.5599135e-01  -3.5057827e-01   4.9234705e-02  -5.5661769e+00  -6.3949267e-02   9.8520987e-02   2.2130804e-02  -5.0361819e-02  -3.7687070e-01  -4.5190518e-12   1.0516032e-12   1.9724175e+02   0.0000000e+00  -1.9724175e+02  -4.7527969e+03   2.6068561e+03  -7.3576401e+03  -2.0129014e+00   1.5443669e+01  -1.3781636e+01  -1.1869270e+02   1.4791800e+02  -1.0576002e+02  -8.6961348e+01  -1.8798674e+01   0.0000000e+00   1.2607197e+03   1.9722183e+01   3.4875034e+02  -1.2607197e+03  -1.9722183e+01  -1.5150859e+02   0.0000000e+00   1.2882329e+03  -1.0315690e+02   3.4480580e+02   4.8937034e+02   5.1424773e+01  -1.5769540e+03   1.3186232e+03   1.1860057e+02  -3.5858743e+02  -5.9513036e+02  -1.3838612e+02   1.5687451e+00   1.0804939e+00   4.8825124e-01   0.0000000e+00
